emp_no,last_name,first_name,gender,to_date,salary
416936,Perly,Lenore,M,9999-01-01,76668
417190,Cooman,Atreyi,M,9999-01-01,73341
416948,Peac,Reinhard,M,9999-01-01,62481
417206,Crouzet,Ramachenga,M,9999-01-01,88990
417210,Iisaku,Guozhong,F,9999-01-01,40000
416950,Krohn,Suvo,M,9999-01-01,81994
416959,Speer,Ymte,F,9999-01-01,46159
417237,Menyhert,Deniz,M,9999-01-01,51909
416963,Ramsey,Shietung,F,9999-01-01,40000
417247,Farrar,Udaiprakash,F,9999-01-01,48941
416979,Maliniak,Baruch,M,9999-01-01,40000
417275,Middleton,Mohammed,F,9999-01-01,47239
417276,Deville,Howell,F,9999-01-01,55927
417278,Aamodt,Roselyn,F,9999-01-01,40000
417279,Gischer,Mariangiola,F,9999-01-01,53964
417286,Fordan,Mabo,F,9999-01-01,40431
416980,Meszaros,Qunsheng,F,9999-01-01,70218
417356,Rosch,Chinya,M,9999-01-01,86694
417306,Lorin,LiMin,M,9999-01-01,46307
417317,Asrin,Byong,M,9999-01-01,40000
417322,Bahr,Jiong,M,9999-01-01,40000
417365,Roccetti,Shuzo,M,9999-01-01,40000
417328,Molenaar,Xinyu,M,9999-01-01,62624
417338,Staelin,Huican,M,9999-01-01,46925
417376,Hertweck,Leszek,M,9999-01-01,81178
417381,Beausoleil,Paddy,F,9999-01-01,62081
417384,Valtorta,Mansur,M,9999-01-01,40000
417399,Pulkowski,Moto,F,9999-01-01,58528
417545,Trystram,Adhemar,F,9999-01-01,40000
417548,Schaap,Fumiyo,M,9999-01-01,40000
417553,Langford,Moheb,M,9999-01-01,40000
417555,Coors,Zejun,M,9999-01-01,60173
417556,Zlotek,Hiroyasu,F,9999-01-01,61843
417427,Lores,Doohun,F,9999-01-01,67756
417576,Murtagh,Adhemar,M,9999-01-01,84269
417579,Ramamoorthy,Leandro,M,9999-01-01,60376
417583,Gischer,Jamaludin,M,9999-01-01,40000
417586,Leslie,Qiwen,M,9999-01-01,57959
417588,Iacovou,Takushi,F,9999-01-01,51319
417595,Roccetti,Maik,F,9999-01-01,83777
417596,Hiyoshi,Aron,M,9999-01-01,75555
417603,Emden,Rajmohan,M,9999-01-01,51180
417609,Thombley,Dhritiman,F,9999-01-01,46178
417436,Quittner,Avishai,M,9999-01-01,68157
417620,Skrikant,Tru,F,9999-01-01,40000
417438,Veldwijk,Boutros,M,9999-01-01,53060
417440,Lorie,Luisa,F,9999-01-01,64591
417633,Cappelletti,Aemilian,M,9999-01-01,73327
417442,Uchoa,Conrado,F,9999-01-01,52648
417450,Shinomoto,Aimee,F,9999-01-01,40000
417663,Stassinopoulos,Muzhong,F,9999-01-01,53334
417666,Ranst,Heping,M,9999-01-01,56393
417452,Openshaw,Jaber,M,9999-01-01,40000
417674,Felcyn,Felicidad,M,9999-01-01,62473
417460,Schwaller,Stafford,M,9999-01-01,40000
417683,Kruskal,Fei,M,9999-01-01,40000
417462,Emmart,Yagil,F,9999-01-01,64352
417697,Whitcomb,Katsuo,F,9999-01-01,42717
417704,Erdmenger,Sajjad,M,9999-01-01,55768
417705,Lammel,Kousuke,M,9999-01-01,58043
417718,Chinin,Breannda,M,9999-01-01,40000
417721,Back,Aron,F,9999-01-01,40000
417737,Picaronny,Ortrun,M,9999-01-01,65526
417466,Trumbly,Cathie,M,9999-01-01,40000
417751,Perelgut,Saddek,M,9999-01-01,40000
417477,Gadepally,Abdelkader,F,9999-01-01,40000
417776,Gruenwald,Shuzo,F,9999-01-01,40000
417777,Picel,Vitali,M,9999-01-01,68714
417486,Cusworth,Sakthirel,M,9999-01-01,57188
417780,Tomescu,Honglan,M,9999-01-01,51885
417785,Ranst,Suebskul,F,9999-01-01,49509
417796,Nitta,Feipei,F,9999-01-01,45477
417495,Miake,Nakhoon,F,9999-01-01,54941
417807,Doering,Uinam,M,9999-01-01,68363
417510,Ernst,Yonghong,M,9999-01-01,57967
417826,Portugali,Dung,M,9999-01-01,72056
417828,Besancenot,Marjo,M,9999-01-01,40000
417830,Androutsos,Geoff,F,9999-01-01,55329
417527,Selvestrel,Barna,M,9999-01-01,45999
417841,Sridhar,Freyja,M,9999-01-01,66174
417842,Khalil,Mart,M,9999-01-01,40000
417914,Luck,Brendon,M,9999-01-01,40000
417872,Yamaashi,Sreekrishna,M,9999-01-01,47535
417874,McAlpine,Sandeepan,M,9999-01-01,40000
417876,Milicic,Hirochika,M,9999-01-01,48660
417915,Quadeer,Danai,M,9999-01-01,60652
417923,Negoita,Jahangir,F,9999-01-01,40000
417940,Assaf,Uri,F,9999-01-01,67197
418094,Kolvik,Mona,M,9999-01-01,81903
418095,Azevdeo,Avishai,M,9999-01-01,40000
418096,Montresor,Teruyuki,F,9999-01-01,40000
418110,Roohalamini,Aiichiro,M,9999-01-01,46094
417944,Serra,Kristinn,M,9999-01-01,51555
417961,Lienhardt,Junichi,F,9999-01-01,40000
418125,Baar,Khun,F,9999-01-01,95306
418130,Verhoeff,Toshimitsu,M,9999-01-01,66252
417966,Msuda,Tristan,F,9999-01-01,42456
417978,Merro,Leaf,M,9999-01-01,40000
418167,McAffer,Dinah,F,9999-01-01,51037
417983,Sifakis,Guoxiang,F,9999-01-01,40000
418186,Delgrange,Tse,M,9999-01-01,51939
418196,Wiegley,Shunichi,F,9999-01-01,74193
417991,Cincotta,Mihalis,F,9999-01-01,43826
418205,Schauser,Navin,M,9999-01-01,40000
417999,Penn,Dines,F,9999-01-01,40000
418212,Xiaoshan,Arunas,M,9999-01-01,40000
418217,Kaltofen,Chinho,M,9999-01-01,68164
418000,Alpin,Yuichiro,M,9999-01-01,82805
418013,Codenie,Martine,M,9999-01-01,46846
418237,Maquelin,Ioana,M,9999-01-01,40000
418254,Beilner,Masamitsu,F,9999-01-01,49922
418019,Ecklund,Kristina,F,9999-01-01,56827
418266,Gulak,Toshimori,M,9999-01-01,43886
418039,Ramalingam,Shuichi,M,9999-01-01,62233
418052,Busillo,Munenori,M,9999-01-01,41416
418063,Walston,Arch,F,9999-01-01,52776
418075,Moffat,Mayuko,M,9999-01-01,60345
418082,Denny,Yuping,F,9999-01-01,40000
418329,Eiron,Aiichiro,F,9999-01-01,56888
418339,Wendorf,Mamdouh,F,9999-01-01,40000
418465,Masamoto,Munir,M,9999-01-01,40000
418351,Perri,Ferdinand,M,9999-01-01,72052
418361,Hagimont,Oguz,F,9999-01-01,55299
418471,Aloisi,Xiaoheng,F,9999-01-01,72191
418379,Ducloy,Reinhold,M,9999-01-01,40000
418386,Cannata,Gianluca,M,9999-01-01,44402
418475,Weisert,Mokhtar,M,9999-01-01,41375
418480,Anguita,Ranan,F,9999-01-01,88005
418411,Griswold,Nalini,F,9999-01-01,40000
418481,Papastamatiou,Karoline,M,9999-01-01,40000
418415,Molberg,Shahab,F,9999-01-01,40000
418491,Constantine,Aram,F,9999-01-01,63786
418429,Litvinov,Zissis,M,9999-01-01,42730
418434,Vasanthakumar,Toshimo,F,9999-01-01,40000
418504,Alvarado,Candida,F,9999-01-01,77157
418441,Marquardt,Xiaocheng,M,9999-01-01,40000
418450,Rodham,Nidapan,M,9999-01-01,40000
418515,Chachaty,Naftali,F,9999-01-01,82032
418455,Sgarro,Shaw,M,9999-01-01,48460
418526,Rubsam,Sajjad,F,9999-01-01,51218
418536,Weiland,Mark,M,9999-01-01,41976
418648,Maierhofer,Stamatina,M,9999-01-01,47914
418659,Barreiro,Basim,M,9999-01-01,47666
418666,Denny,Guiseppe,F,9999-01-01,70261
418668,Peck,Shounak,F,9999-01-01,77644
418542,Manderick,Mong,M,9999-01-01,69548
418671,Calkin,Xiaoshan,M,9999-01-01,62129
418682,Ritcey,Gill,M,9999-01-01,59096
418683,Lagarias,Tsuneo,M,9999-01-01,87603
418553,Caine,Abdelkader,F,9999-01-01,46156
418694,Kamble,Shigeo,F,9999-01-01,40000
418702,Validov,Shih,M,9999-01-01,50186
418703,Cairo,Mabo,F,9999-01-01,61531
418555,Luan,Kristina,M,9999-01-01,40000
418711,Christianini,Feipei,F,9999-01-01,43595
418561,Andreotta,Younwoo,M,9999-01-01,45156
418716,Linnainmaa,Marke,M,9999-01-01,81322
418586,Isaak,Bernice,F,9999-01-01,45958
418733,Velasco,Barun,M,9999-01-01,72124
418734,Chaudhuri,Peer,M,9999-01-01,42503
418603,Kropf,Abdulla,M,9999-01-01,40886
418766,Viele,Mana,F,9999-01-01,53838
418771,Eiter,Annemarie,M,9999-01-01,47161
418773,Pramanik,Tommaso,M,9999-01-01,40000
418605,Kornatzky,Flemming,M,9999-01-01,56402
418788,Wolniewicz,Boguslaw,M,9999-01-01,40000
418614,Narlikar,Mani,F,9999-01-01,40000
418799,Kakkar,Uzi,M,9999-01-01,80181
418632,Reistad,Uri,M,9999-01-01,44607
418811,Unni,Xiaopeng,M,9999-01-01,56539
418815,Tanemo,Mads,F,9999-01-01,48130
418821,Thiran,Amalendu,F,9999-01-01,41111
418639,Ponthieu,Anneke,M,9999-01-01,57023
419044,Panwar,Luigi,F,9999-01-01,64203
418834,Leijenhorst,Shaunak,F,9999-01-01,47297
418835,Bruckman,Oguz,F,9999-01-01,62386
418855,Granlund,Piyawadee,F,9999-01-01,73012
418857,Uehara,Mani,F,9999-01-01,68554
418866,Varker,Taegyun,M,9999-01-01,40000
418870,Dulli,Garnik,F,9999-01-01,86757
418888,Petersohn,Harngdar,M,9999-01-01,40000
419053,Karcich,Irene,F,9999-01-01,40000
418901,Kabayashi,Lucien,M,9999-01-01,78846
419062,Walstra,Stafford,F,9999-01-01,70299
418906,Boyle,Youngkon,M,9999-01-01,63757
418911,Kakkar,Alois,M,9999-01-01,52640
418914,Hashii,Shahar,M,9999-01-01,92661
418916,Papsdorf,Rasikan,M,9999-01-01,40452
418917,Deverell,Honglan,M,9999-01-01,61592
419063,Dehkordi,Michaela,M,9999-01-01,40000
418927,Yemenis,Baocai,M,9999-01-01,40000
418931,Conia,Idoia,F,9999-01-01,40000
418934,Gurbaxani,Adam,F,9999-01-01,51582
418938,Vrecion,Elgin,M,9999-01-01,88511
418939,Dehkordi,Arch,F,9999-01-01,48557
418946,Farrow,Alejandra,M,9999-01-01,51650
418962,Farris,Shigeaki,M,9999-01-01,40000
418974,Sethi,Dung,M,9999-01-01,48438
418986,Warwick,Kwangho,M,9999-01-01,40000
418991,Emden,Abdelkader,M,9999-01-01,40000
419000,Sluis,Subhada,M,9999-01-01,92761
419065,Manderick,Arvind,F,9999-01-01,52502
419001,Bahl,Sanjay,F,9999-01-01,40000
419002,Felcyn,Falguni,M,9999-01-01,40000
419009,Morris,Yongdong,M,9999-01-01,42110
419069,Setlzner,Koichi,F,9999-01-01,40000
419084,Aamodt,Shen,M,9999-01-01,74877
419104,Vasanthakumar,Satoru,M,9999-01-01,40000
419223,Birch,Berry,F,9999-01-01,59407
419229,Pettey,Mads,F,9999-01-01,46400
419123,Hutter,Marit,M,9999-01-01,40000
419242,Demir,Elvia,M,9999-01-01,59638
419244,Lupu,Taegyun,M,9999-01-01,69212
419250,Birge,Navin,F,9999-01-01,40000
419252,Segond,Mohamadou,F,9999-01-01,40000
419263,Ramsay,Wojceich,F,9999-01-01,53914
419130,Reghbati,Willard,F,9999-01-01,48289
419266,Rosin,Tomokazu,M,9999-01-01,51271
419270,Kornyak,Fen,M,9999-01-01,44319
419272,Ghalwash,Waiman,M,9999-01-01,51226
419135,Swen,Odysseas,F,9999-01-01,50131
419282,Schrooten,Hatem,M,9999-01-01,60827
419287,Spelt,Takahira,M,9999-01-01,40000
419136,Slaats,Jagoda,M,9999-01-01,40000
419293,Noriega,Perla,M,9999-01-01,54298
419294,Demos,Girolamo,F,9999-01-01,40000
419296,Delgrande,Fumiyo,M,9999-01-01,40000
419297,Harnett,Kwangsub,M,9999-01-01,54101
419157,Ruemmler,Visit,M,9999-01-01,64425
419311,Leaver,Sachin,F,9999-01-01,61473
419315,Rindone,Godehard,M,9999-01-01,40000
419330,Einsfeld,Kaijung,M,9999-01-01,81457
419180,Rettelbach,Shigeaki,M,9999-01-01,80594
419336,Bahr,Peer,M,9999-01-01,40000
419342,Loncour,Shakhar,M,9999-01-01,55470
419348,Piancastelli,Takahiro,M,9999-01-01,51503
419359,Slutz,Arie,M,9999-01-01,44880
419365,Sommen,Shuichi,M,9999-01-01,50329
419578,Ullian,Elgin,M,9999-01-01,75471
419374,Pollacia,Yoshinari,M,9999-01-01,82779
419375,Katalagarianos,Gita,M,9999-01-01,40000
419387,Lichtman,Frazer,F,9999-01-01,57855
419581,Benaini,Kotesh,F,9999-01-01,40000
419585,Pezzoli,Ramachenga,F,9999-01-01,54485
419593,Reeken,Xiaoqiang,M,9999-01-01,50994
419423,Range,Gian,F,9999-01-01,70155
419427,Varley,Amalendu,F,9999-01-01,40000
419605,Matzat,Jiakeng,F,9999-01-01,52205
419444,Bennet,Genevieve,M,9999-01-01,41043
419606,Schauser,Divine,M,9999-01-01,40000
419463,Rikino,Kinh,M,9999-01-01,68006
419621,Marsiglia,Mong,M,9999-01-01,45586
419469,Angot,Subhankar,M,9999-01-01,92207
419470,Antonakopoulos,Larisa,F,9999-01-01,40000
419486,Bolsens,Gift,F,9999-01-01,74712
419487,Haldar,Nimmagadda,F,9999-01-01,40000
419622,Murillo,Mabo,F,9999-01-01,42619
419623,Demizu,Guther,M,9999-01-01,60021
419499,Dulin,Honesty,F,9999-01-01,40000
419504,Masamoto,Abdelaziz,M,9999-01-01,49754
419638,Birsak,Lein,F,9999-01-01,84636
419521,Furudate,Takushi,F,9999-01-01,61630
419652,Heusch,Pranas,F,9999-01-01,59281
419527,Krybus,Idoia,F,9999-01-01,40000
419533,Ermel,Ghassan,M,9999-01-01,45566
419534,Demizu,Odoardo,F,9999-01-01,41650
419543,Nitsch,Abdelghani,M,9999-01-01,63547
419658,Hashii,Marke,F,9999-01-01,40000
419659,Peng,Duangkaew,F,9999-01-01,40000
419669,Monarch,Florina,M,9999-01-01,67263
419568,Koprowski,Becky,M,9999-01-01,64989
419670,Kuzuoka,Otilia,M,9999-01-01,49837
419717,Tsunoo,Rosalie,F,9999-01-01,44601
419767,Penz,Uma,F,9999-01-01,85844
419770,Weedman,Tadahiro,M,9999-01-01,40000
419781,Karnin,Jordanka,M,9999-01-01,57698
419783,Puppo,Kwun,M,9999-01-01,52786
419787,Bahl,Shahar,M,9999-01-01,40000
419719,Reinhart,Gay,M,9999-01-01,40000
419803,Molenkamp,Karlis,M,9999-01-01,40000
419723,Picaronny,Oscar,M,9999-01-01,40000
419726,Bellone,Rosita,F,9999-01-01,40000
419818,Emiris,Sanjoy,M,9999-01-01,74133
419748,Rindone,Jixiang,M,9999-01-01,97675
419828,Skogmar,Nectarios,F,9999-01-01,40000
419835,Oppitz,Kauko,M,9999-01-01,76777
419837,Morrey,Poornachandra,F,9999-01-01,40000
419840,Zultner,Chiranjit,F,9999-01-01,74717
419844,Blokdijk,Yefim,F,9999-01-01,70049
419753,Ebeling,Divine,F,9999-01-01,77849
419860,Gide,Behnaam,M,9999-01-01,69967
419862,Bressoud,Odinaldo,M,9999-01-01,40000
419954,Katalagarianos,Yakkov,F,9999-01-01,40000
419874,Zeleznik,Kinh,M,9999-01-01,44264
419884,Dichev,Heejo,M,9999-01-01,48985
419891,Setia,Kazuyasu,M,9999-01-01,43721
419892,Rubsam,Eric,F,9999-01-01,54334
419898,Merkl,Zhanqiu,M,9999-01-01,75411
419903,Merro,Conor,M,9999-01-01,88045
419907,Rajaraman,Tayeb,M,9999-01-01,103850
419911,Hofstetter,Seongbin,F,9999-01-01,72788
419960,Heping,Chikako,F,9999-01-01,40000
419912,Kolvik,Jeanne,M,9999-01-01,40000
419962,Gubsky,Fei,M,9999-01-01,40000
419931,Koblick,Yishay,F,9999-01-01,59587
419968,Strehl,Margareta,M,9999-01-01,62107
419986,Belinskaya,Cristinel,M,9999-01-01,51086
419992,Kenevan,Mototsugu,M,9999-01-01,45281
420129,Vrecion,Elvis,F,9999-01-01,40000
420004,Benaini,Uriel,M,9999-01-01,40000
420160,Ruther,Berhard,M,9999-01-01,40000
420013,Syang,Pranav,F,9999-01-01,67151
420030,Vidal,Arun,F,9999-01-01,51190
420180,Feinberg,Van,M,9999-01-01,40802
420192,Cooke,Tadahiro,M,9999-01-01,52915
420032,Godskesen,Frederique,F,9999-01-01,40000
420213,Compeau,Jungsoon,F,9999-01-01,40000
420216,Kalefeld,Arumugam,F,9999-01-01,40000
420217,Streit,Maren,F,9999-01-01,40000
420034,Beilner,Pascal,M,9999-01-01,61831
420040,Ghelli,Minghong,M,9999-01-01,45360
420232,Heystek,Claudi,F,9999-01-01,57598
420242,Hanratty,Nalini,M,9999-01-01,43125
420243,Lunt,Chenyi,F,9999-01-01,40000
420045,Tasistro,Baziley,F,9999-01-01,40000
420256,Maraist,Wilmer,M,9999-01-01,40000
420048,Kalafatis,Khue,M,9999-01-01,48603
420314,Demke,Oguz,M,9999-01-01,47552
420053,Chimia,Kaijung,M,9999-01-01,40000
420315,Zallocco,Ziyad,M,9999-01-01,49746
420054,Iivonen,Arif,M,9999-01-01,40000
420066,Jumpertz,Chinho,F,9999-01-01,40000
420337,Ranum,Abdulah,M,9999-01-01,58648
420341,Dalton,Dekang,M,9999-01-01,40000
420346,Gihr,Chikako,F,9999-01-01,56919
420352,Krohn,Matk,M,9999-01-01,70808
420073,DeMori,Spyrose,M,9999-01-01,50498
420358,Ressouche,Huei,M,9999-01-01,54940
420362,Cooley,Uinam,F,9999-01-01,72603
420363,Garrabrants,Seongbae,F,9999-01-01,51263
420369,Prampolini,Hisao,M,9999-01-01,40000
420371,Deverell,Muneo,F,9999-01-01,40000
420074,Gire,Kerryn,M,9999-01-01,60992
420381,Szmurlo,Kitty,M,9999-01-01,69361
420382,Lieberherr,Wanqing,M,9999-01-01,40542
420383,Chelton,Shushma,M,9999-01-01,54358
420092,Impagliazzo,Prodip,F,9999-01-01,74047
420390,Pillow,Mostafa,M,9999-01-01,90071
420394,Worfolk,Khun,M,9999-01-01,85143
420402,Rosca,Arve,M,9999-01-01,56753
420404,Lovengreen,Oksana,M,9999-01-01,52663
420114,Heydon,Sarita,M,9999-01-01,40000
420420,Bressoud,Mayuko,M,9999-01-01,40000
420423,Guerreiro,Niclas,F,9999-01-01,54519
420428,Francisci,Behnaam,F,9999-01-01,61072
420125,Itschner,Yongmao,M,9999-01-01,58277
420446,Emden,Giordano,M,9999-01-01,40000
420498,Sullins,Moti,M,9999-01-01,64269
420499,Picaronny,Alenka,M,9999-01-01,79866
420492,Versino,Arie,M,9999-01-01,68879
420493,Albarhamtoshy,Yuriy,F,9999-01-01,40686
420509,Mahmud,Dzung,F,9999-01-01,72216
420520,Antonisse,Shan,F,9999-01-01,40000
420682,Krohn,Yurij,M,9999-01-01,40000
420684,Percebois,Stein,F,9999-01-01,48188
420522,Kadhim,Tua,M,9999-01-01,48400
420528,Driscoll,Geraldo,F,9999-01-01,41958
420532,Buchter,Zdislav,M,9999-01-01,40000
420710,Sifakis,Zhiwei,F,9999-01-01,71935
420712,Plump,Josyula,M,9999-01-01,40000
420547,Ashish,Danae,M,9999-01-01,40000
420716,Middleton,Masasuke,F,9999-01-01,47165
420552,Zeidenstein,Shahab,F,9999-01-01,41346
420747,Maccarone,Weicheng,F,9999-01-01,78976
420562,Danner,Anoosh,F,9999-01-01,79429
420768,Cyne,Mary,M,9999-01-01,40000
420770,Pietrzykowski,Candido,M,9999-01-01,40165
420567,Kambil,Masali,F,9999-01-01,46721
420578,Kalsbeek,Francoise,F,9999-01-01,40000
420798,Ebeling,Berthier,M,9999-01-01,47486
420801,Speek,Khosrow,M,9999-01-01,65862
420596,Gadepally,Tianruo,F,9999-01-01,40000
420809,Buchter,Sverrir,M,9999-01-01,44243
420816,Benner,Vitali,M,9999-01-01,40000
420819,Zambonelli,Dipayan,M,9999-01-01,47756
420822,Whitcomb,Becky,M,9999-01-01,55377
420829,Klassen,Heekeun,M,9999-01-01,40000
420597,Bamford,Ferdinand,M,9999-01-01,40000
420838,Schaar,Elvia,F,9999-01-01,45963
420839,Levergood,Randi,M,9999-01-01,64804
420617,Gilg,Xiahua,F,9999-01-01,66181
420853,Bojadziev,Murthy,M,9999-01-01,40514
420621,Erni,Stella,M,9999-01-01,40777
420622,Katzenelson,Susanna,F,9999-01-01,71436
420647,Ranum,Shooichi,F,9999-01-01,42024
420874,Hiyoshi,Jinya,F,9999-01-01,69928
420899,Kitsuregawa,Ortrud,M,9999-01-01,58899
420902,Hutton,Yishai,M,9999-01-01,40000
420649,Gyorkos,Vitali,F,9999-01-01,65366
420909,Plump,Heeju,F,9999-01-01,40000
420913,Tibblin,Poornachandra,M,9999-01-01,40000
420661,Speckmann,Bowen,F,9999-01-01,40000
420916,Gischer,Kwangho,M,9999-01-01,40000
420922,Schwartzburd,Peer,M,9999-01-01,78303
420669,Nollmann,Alenka,F,9999-01-01,46410
420933,Kroon,Gila,F,9999-01-01,64641
420679,Ghandeharizadeh,Rosalyn,M,9999-01-01,40000
420944,Rajala,Francesca,M,9999-01-01,70075
420950,Feldhoffer,Bouchung,F,9999-01-01,40000
420951,Ventosa,Moriyoshi,M,9999-01-01,99939
420960,Chenoweth,Ebbe,M,9999-01-01,66336
421051,Wendorf,Sachem,F,9999-01-01,45875
420963,Schnabel,Leaf,F,9999-01-01,40294
420982,Laurillard,Serge,M,9999-01-01,40000
421076,Gecseg,Clyde,F,9999-01-01,46424
420988,Itzigehl,Chuanyi,F,9999-01-01,60993
420997,Gill,Maik,M,9999-01-01,69789
421011,Thorelli,Masamitsu,M,9999-01-01,40000
421089,Peternell,Jouni,F,9999-01-01,56483
421024,Strehl,Shuky,M,9999-01-01,40000
421032,Trachtenberg,Aemilian,M,9999-01-01,45050
421095,Baca,Arto,M,9999-01-01,40000
421040,Moehrke,Chuanyi,M,9999-01-01,56593
421043,Piveteau,Vidya,M,9999-01-01,90600
421046,Swiss,Olivera,M,9999-01-01,53732
421108,Gulla,Krister,M,9999-01-01,82366
421050,Olivero,Zita,M,9999-01-01,53751
421111,Benzmuller,Ziva,M,9999-01-01,67200
421118,Quaggetto,Jessie,F,9999-01-01,40000
421243,Neimat,Renny,M,9999-01-01,58114
421244,Ladret,Ortrun,F,9999-01-01,49644
421119,Moffat,Arto,M,9999-01-01,44154
421249,Raoux,Francesca,F,9999-01-01,40000
421251,Assaf,Fumitaka,F,9999-01-01,75044
421122,Schnelling,Danny,M,9999-01-01,51336
421128,Polupanov,Faiza,M,9999-01-01,64898
421275,Bressoud,Gaurav,F,9999-01-01,40000
421133,Brizzi,Francesca,F,9999-01-01,49801
421289,Cronan,Remko,M,9999-01-01,49178
421162,Cherinka,Krister,M,9999-01-01,40000
421296,Krogh,Guttorm,F,9999-01-01,40000
421300,Chimia,Arumugam,M,9999-01-01,40000
421301,Quadeer,Xiaocheng,F,9999-01-01,52031
421304,Acton,Kwee,F,9999-01-01,46489
421318,Serna,Filipp,M,9999-01-01,40000
421319,Maccarone,Ranga,M,9999-01-01,70477
421324,Heuter,Boaz,F,9999-01-01,40000
421326,Covnot,Val,M,9999-01-01,40000
421337,Kavraki,Mabo,M,9999-01-01,69946
421167,Talmon,Karoline,M,9999-01-01,44021
421345,Hartvigsen,Salvador,M,9999-01-01,40000
421347,Bahk,Erzsebet,F,9999-01-01,49338
421172,Danley,Heejo,M,9999-01-01,56228
421358,Litecky,KayLiang,M,9999-01-01,49431
421180,Lindenbaum,Pranay,M,9999-01-01,96054
421364,Ramalingam,Huican,M,9999-01-01,82900
421372,Trachtenberg,Guoxiang,M,9999-01-01,40000
421189,Heering,Hideyuki,M,9999-01-01,58008
421376,Ranon,Weijing,F,9999-01-01,64510
421388,Bernatsky,Elzbieta,M,9999-01-01,74744
421392,Bazzichi,Seongbin,F,9999-01-01,40000
421395,Wissmann,Edwin,F,9999-01-01,40000
421401,Litzler,Jaewon,F,9999-01-01,40000
421404,Dalton,Tooru,F,9999-01-01,40000
421410,Schiper,Xiaoshan,F,9999-01-01,47303
421199,Laurillard,Irene,F,9999-01-01,40000
421435,Tibblin,Tze,F,9999-01-01,52442
421205,Scallan,Kensyu,F,9999-01-01,52916
421455,Feldmann,Trygve,M,9999-01-01,73498
421222,Cappello,Atreyi,F,9999-01-01,88053
421461,Veeraraghavan,Francoise,M,9999-01-01,40000
421465,Pouyioutas,Yongqiao,F,9999-01-01,40000
421469,Oxenboll,Seongbae,M,9999-01-01,60947
421484,Masaki,Poornachandra,M,9999-01-01,40000
421490,Heering,Zsolt,M,9999-01-01,40000
421228,Verhaegen,Kirk,F,9999-01-01,40000
421499,Danecki,Billie,F,9999-01-01,53695
421654,Ciolek,Claude,M,9999-01-01,63040
421520,Sabnani,Lene,M,9999-01-01,40000
421526,Christianini,Syozo,F,9999-01-01,45410
421528,Smeets,Bernardo,M,9999-01-01,47535
421536,Prochazka,Sumali,M,9999-01-01,45519
421540,Ranon,Annemarie,M,9999-01-01,82626
421543,Haddadi,Volkmar,M,9999-01-01,64206
421546,Flanders,Barun,M,9999-01-01,50925
421549,Remmers,Arvin,F,9999-01-01,68622
421554,Asser,Fei,M,9999-01-01,40000
421570,Taubenfeld,Shuji,M,9999-01-01,83553
421575,Farrag,JoAnne,F,9999-01-01,60448
421656,Morton,Shaleah,M,9999-01-01,47079
421697,Iwayama,Marko,M,9999-01-01,40000
421792,Maliniak,Bernt,M,9999-01-01,40000
421796,Apsitis,Yakkov,M,9999-01-01,61213
421801,McConalogue,Jeanna,F,9999-01-01,54647
421698,Billawala,Flemming,F,9999-01-01,77860
421712,Grandbois,Marla,F,9999-01-01,40000
421822,Rodham,Mario,M,9999-01-01,55356
421832,Brizzi,Leszek,F,9999-01-01,40000
421836,Eugenio,Phuoc,F,9999-01-01,43754
421839,Bennet,Rosli,M,9999-01-01,47771
421720,Erde,Thodoros,M,9999-01-01,40000
421846,Einsfeld,Gunilla,F,9999-01-01,51885
421849,Pileggi,Zhenhua,F,9999-01-01,73483
421723,Olano,Ymte,M,9999-01-01,40000
421856,Suomi,Mona,F,9999-01-01,47834
421860,Cyre,Masali,M,9999-01-01,49814
421730,Feldhoffer,Vishwani,M,9999-01-01,60987
421871,Chachaty,Mohua,M,9999-01-01,40000
421876,Rijckaert,Tzu,M,9999-01-01,40000
421739,Bisiani,Shahar,M,9999-01-01,40000
421886,Gelosh,Holgard,F,9999-01-01,56959
421896,Chinin,Serif,F,9999-01-01,40000
421740,Jarecki,Shin,M,9999-01-01,73036
421902,Francisci,Ingmar,M,9999-01-01,40000
421749,Calkin,Dietrich,M,9999-01-01,40000
421754,Matzen,Pasqua,F,9999-01-01,40000
421775,Baak,Gretta,M,9999-01-01,54614
421930,Mateescu,Chiradeep,M,9999-01-01,78563
421940,Covnot,Marek,M,9999-01-01,40000
421946,Sambasivam,Mohamadou,F,9999-01-01,73232
421948,Chorvat,Marl,M,9999-01-01,64906
421954,Reeker,Leandro,M,9999-01-01,40000
421956,Hedayat,Kotesh,M,9999-01-01,76971
421787,Lunn,Yifei,F,9999-01-01,47023
421963,Setia,Shir,M,9999-01-01,40000
421975,Eastman,Hyuckchul,M,9999-01-01,83330
422161,Riefers,Malu,F,9999-01-01,57937
422180,Christ,Dekang,M,9999-01-01,61716
421986,Furudate,Gritta,M,9999-01-01,63207
422184,Vesel,Changho,M,9999-01-01,40000
421994,Cyre,Lubomir,M,9999-01-01,52464
421999,Perng,Mark,M,9999-01-01,60360
422001,Nitsche,Georgy,M,9999-01-01,45351
422205,Kamber,Mandell,F,9999-01-01,55289
422009,Vieth,LiMin,M,9999-01-01,40000
422033,Butterworth,Basim,M,9999-01-01,40000
422208,Constantine,Shietung,F,9999-01-01,40000
422042,Roisin,Domenick,M,9999-01-01,67383
422046,Parfitt,Kyoichi,F,9999-01-01,68434
